ticker,allocation,port_weight
BANC,0.38007,4.355529879066506e-06
BANF,0.38007,4.355529879066506e-06
BANR,0.38007,4.355529879066506e-06
BASE,0.9484469999999999,1.0869022146475623e-05
BAX,4.959942999999999,5.6840002986204536e-05
BBWI,0.32504500000000003,3.724953849399249e-06
BBY,5.0528129999999996,5.790427551460433e-05
BCE,0.08067200000000001,9.244857694741842e-07
BDC,8.536022999999998,9.78211993182806e-05
BDX,18.877247999999998,0.00021632967005695908
BELFB,1.8968939999999999,2.1738044292951245e-05
BEN,4.048062,4.6390020241833655e-05
BF-B,1.684271,1.930142517153478e-05
BFAM,0.27860999999999997,3.1928175851993555e-06
BFC,0.12669000000000002,1.451843293022169e-06
BFH,0.5067600000000001,5.807373172088676e-06
BFST,0.12669000000000002,1.451843293022169e-06
BG,3.322107,3.807071407886966e-05
BGC,0.5067600000000001,5.807373172088676e-06
BHB,0.12669000000000002,1.451843293022169e-06
BHE,3.7937879999999997,4.347608858590249e-05
BHF,1.6461839999999999,1.8864955398850783e-05
BHLB,0.25338000000000005,2.903686586044338e-06
BHRB,0.12669000000000002,1.451843293022169e-06
BIGC,0.9484469999999999,1.0869022146475623e-05
BIIB,13.100287999999999,0.00015012680771535873
BILL,10.757962,0.0001232841974606311
BIO,0.23217500000000002,2.6606813209994635e-06
BJ,0.46435000000000004,5.321362641998927e-06
BK,56.781228999999996,0.0006507020798263939
BKH,2.70496,3.099832689157191e-05
BKNG,48.018527999999996,0.0005502831937611272
BKR,29.338991,0.0003362192541430876
BKU,0.5067600000000001,5.807373172088676e-06
BL,9.417845,0.00010792671164237403
BLD,0.41791500000000004,4.789226377799034e-06
BLDR,6.5049090000000005,7.454501936513966e-05
BLK,111.573124,0.0012786067705496153
BLKB,9.283391,0.00010638589438671057
BLND,1.8968939999999999,2.1738044292951245e-05
BMI,9.48447,0.00010869022146475623
BMO,0.60504,6.933643271056381e-06
BMRN,0.46435000000000004,5.321362641998927e-06
BMY,31.946112,0.0003660963647117769
BN,0.80672,9.244857694741842e-06
BNS,0.60504,6.933643271056381e-06
BOH,0.5067600000000001,5.807373172088676e-06
BOKF,6.305854,7.22638869419608e-05
BOW,0.12669000000000002,1.451843293022169e-06
BOX,11.090648999999999,0.00012709672717588617
BPOP,18.073092,0.00020711419531433114
BR,19.09303,0.00021880249071727095
BRBR,0.37148000000000003,4.2570901135991414e-06
BRK-B,4904.374158,0.05620319463070128
BRKL,0.12669000000000002,1.451843293022169e-06
BRKR,0.23217500000000002,2.6606813209994635e-06
BRO,23.088608,0.00026459105430592776
BRSP,0.12669000000000002,1.451843293022169e-06
BRX,0.27860999999999997,3.1928175851993555e-06
BRZE,5.690681999999999,6.521413287885373e-05
BSX,58.118904,0.0006660315807893226
BSY,9.716645,0.0001113509027857557
BTE,12.5489,0.00014380800615522844
BURL,0.6965250000000001,7.98204396299839e-06
BUSE,0.25338000000000005,2.903686586044338e-06
BWA,1.452096,1.6640743850535316e-05
BWIN,0.38007,4.355529879066506e-06
BWXT,0.41791500000000004,4.789226377799034e-06
BX,98.537662,0.0011292228564589583
BXMT,0.5067600000000001,5.807373172088676e-06
BXP,3.322107,3.807071407886966e-05
BY,0.12669000000000002,1.451843293022169e-06
C,128.22356200000002,0.0014694176217310935
CAC,0.12669000000000002,1.451843293022169e-06
CACC,1.45628,1.668869169439043e-05
CACI,0.37148000000000003,4.2570901135991414e-06
CADE,1.0135200000000002,1.1614746344177352e-05
CAE,0.060503999999999995,6.93364327105638e-07
CAG,3.368542,3.860285034306956e-05
CAH,9.873451,0.0001131478697082092
CALX,4.742235,5.434511073237812e-05
CARE,0.12669000000000002,1.451843293022169e-06
CARR,15.973056,0.00018304818235588845
CART,0.27860999999999997,3.1928175851993555e-06
CASH,0.25338000000000005,2.903686586044338e-06
CASS,0.12669000000000002,1.451843293022169e-06
CASY,0.5572199999999999,6.385635170398711e-06
CAT,198.55796800000002,0.0022754365310356807
CATY,0.5067600000000001,5.807373172088676e-06
CAVA,0.32504500000000003,3.724953849399249e-06
CB,89.52034599999999,0.0010258861309426466
CBOE,18.160695,0.0002081181090249525
CBRE,13.241993,0.00015175072005127878
CBSH,20.008433,0.00022929283491146443
CBU,0.5067600000000001,5.807373172088676e-06
CCB,0.12669000000000002,1.451843293022169e-06
CCBG,0.12669000000000002,1.451843293022169e-06
CCCS,8.536022999999998,9.78211993182806e-05
CCEP,11.004246000000002,0.00012610656523692502
CCI,11.650592,0.00013351356740814375
CCK,0.37148000000000003,4.2570901135991414e-06
CCL,8.235615,9.437858080087431e-05
CCNE,0.12669000000000002,1.451843293022169e-06
CCSI,0.9484469999999999,1.0869022146475623e-05
CDNS,102.41199900000001,0.0011736220212577397
CDW,33.310748999999994,0.00038173484506429003
CE,3.2292370000000004,3.7006441550469884e-05
CEG,118.976159,0.001363444142976471
CEVA,1.8968939999999999,2.1738044292951245e-05
CF,4.959942999999999,5.6840002986204536e-05
CFB,0.12669000000000002,1.451843293022169e-06
CFFN,0.12669000000000002,1.451843293022169e-06
CFG,59.100432,0.0006772797049010399
CFLT,17.058712,0.00019548959353379733
CFR,22.444497,0.00025720966480942604
CG,6.162780000000001,7.062428612653848e-05
CGNX,8.536022999999998,9.78211993182806e-05
CHCO,0.25338000000000005,2.903686586044338e-06
CHD,8.235615,9.437858080087431e-05
CHDN,0.32504500000000003,3.724953849399249e-06
CHE,0.32504500000000003,3.724953849399249e-06
CHKP,113.40092000000001,0.0012995529649107549
CHRD,27.159405,0.000311241613321673
CHRW,3.368542,3.860285034306956e-05
CHTR,26.9244,0.00030854850073917497
CI,23.233536,0.00026625190160856505
CIEN,14.691054999999999,0.00016835669483913326
CIFR,1.8968939999999999,2.1738044292951245e-05
CIGI,0.060503999999999995,6.93364327105638e-07
CIM,0.12669000000000002,1.451843293022169e-06
CINF,16.918429,0.00019388197704729463
CIVI,21.602035,0.00024755521059578614
CL,28.635444,0.0003281567393962578
CLFD,0.9484469999999999,1.0869022146475623e-05
CLH,0.46435000000000004,5.321362641998927e-06
CLS,0.08067200000000001,9.244857694741842e-07
CLSK,4.742235,5.434511073237812e-05
CLX,6.551344,7.507715562933955e-05
CM,0.524368,6.009157501582196e-06
CMA,21.658341,0.0002482004666417006
CMCSA,82.723383,0.000947994228310475
CME,62.806214,0.0007197472614730052
CMG,28.12428,0.0003222988972221763
CMI,16.424795,0.00018822502533754874
CMS,19.738024,0.0002261939992257526
CMTG,0.12669000000000002,1.451843293022169e-06
CNA,0.37980800000000003,4.352527408920703e-06
CNC,9.919885999999998,0.00011368000597240907
CNH,0.41791500000000004,4.789226377799034e-06
CNM,0.41791500000000004,4.789226377799034e-06
CNNE,0.12669000000000002,1.451843293022169e-06
CNO,0.6334500000000001,7.259216465110844e-06
CNOB,0.12669000000000002,1.451843293022169e-06
CNP,19.361809,0.0002218826469131444
CNQ,0.625208,7.1647647134249266e-06
CNS,0.38007,4.355529879066506e-06
CNX,18.375175000000002,0.0002105760090130131
CNXN,1.8968939999999999,2.1738044292951245e-05
CODI,0.25338000000000005,2.903686586044338e-06
COF,32.803470000000004,0.00037592152425095843
COHR,13.742607999999999,0.00015748767269265765
COHU,2.8453409999999995,3.2607066439426865e-05
COIN,28.377658000000004,0.00032520256088860126
COKE,7241.135045,0.08298202974939639
COLB,3.018045,3.4586221416758155e-05
COLD,0.23217500000000002,2.6606813209994635e-06
COMM,2.8453409999999995,3.2607066439426865e-05
COO,6.5049090000000005,7.454501936513966e-05
COOP,1.0135200000000002,1.1614746344177352e-05
COP,74.953021,0.000858947358359774
COR,16.924623,0.00019395295910868053
COST,303.698376,0.003480325600263042
CP,0.625208,7.1647647134249266e-06
CPAY,11.782934999999998,0.000135030193005495
CPB,1.730706,1.9833561435734672e-05
CPF,0.12669000000000002,1.451843293022169e-06
CPK,1.7751299999999999,2.0342652022594065e-05
CPNG,0.975135,1.1174861548197745e-05
CPRT,31.527521999999998,0.000361299402962419
CPT,3.322107,3.807071407886966e-05
CRBG,1.2669000000000001,1.4518432930221688e-05
CRC,15.237950000000001,0.000174624007474206
CRDO,15.175151999999999,0.00017390435434360996
CRGY,17.03065,0.00019516800835352435
CRH,0.625208,7.1647647134249266e-06
CRK,13.355615,0.0001530528065509217
CRL,3.2292370000000004,3.7006441550469884e-05
CRM,355.822089,0.0040776534329764556
CRNC,0.9484469999999999,1.0869022146475623e-05
CROX,0.23217500000000002,2.6606813209994635e-06
CRSR,0.9484469999999999,1.0869022146475623e-05
CRUS,6.639129,7.608315502532936e-05
CRWD,277.884478,0.0031845032411339995
CSCO,477.376418,0.005470642913570505
CSGP,19.330683,0.00022152594887589908
CSL,0.6965250000000001,7.98204396299839e-06
CSX,37.432872,0.00042897359027356015
CTAS,53.401157999999995,0.0006119671093370993
CTBI,0.12669000000000002,1.451843293022169e-06
CTLP,0.12669000000000002,1.451843293022169e-06
CTRA,41.82433400000001,0.0004792989091721451
CTS,3.7937879999999997,4.347608858590249e-05
CTSH,51.663835999999996,0.0005920577298002784
CTVA,13.288428,0.00015228285631547865
CUBE,0.37148000000000003,4.2570901135991414e-06
CUBI,0.25338000000000005,2.903686586044338e-06
CVBF,0.5067600000000001,5.807373172088676e-06
CVE,0.181512,2.0800929813169145e-06
CVLT,9.48447,0.00010869022146475623
CVNA,0.9287000000000001,1.0642725283997854e-05
CVS,18.877247999999998,0.00021632967005695908
CVX,78.274208,0.0008970075294137042
CW,0.5572199999999999,6.385635170398711e-06
CWAN,8.536022999999998,9.78211993182806e-05
CWEN,1.43701,1.6467861161147576e-05
CWEN-A,0.59171,6.780884007531355e-06
CWT,1.7751299999999999,2.0342652022594065e-05
CXM,1.8968939999999999,2.1738044292951245e-05
CXT,6.639129,7.608315502532936e-05
CYBR,113.08504,0.00129593304021741
CZR,1.730706,1.9833561435734672e-05
D,43.077014,0.0004936543836081937
DAL,13.288428,0.00015228285631547865
DAR,0.23217500000000002,2.6606813209994635e-06
DASH,21.508299,0.0002464810138721716
DAY,3.275672,3.7538577814669774e-05
DBD,0.9484469999999999,1.0869022146475623e-05
DBRG,0.25338000000000005,2.903686586044338e-06
DBX,14.563441999999998,0.0001668942741417425
DCOM,0.25338000000000005,2.903686586044338e-06
DD,9.966320999999999,0.00011421214223660898
DDOG,46.092037,0.0005282059734799876
DE,33.398208,0.0003827371085623122
DECK,12.940285999999999,0.00014829321524105032
DELL,41.315635,0.00047346931542901544
DFIN,0.25338000000000005,2.903686586044338e-06
DFS,37.876048,0.0004340523029046154
DG,4.959942999999999,5.6840002986204536e-05
DGII,2.8453409999999995,3.2607066439426865e-05
DGX,5.006378,5.737213925040444e-05
DHI,13.195558,0.00015121858378707887
DHIL,0.12669000000000002,1.451843293022169e-06
DIOD,6.639129,7.608315502532936e-05
DIS,54.217456,0.0006213217290893088
DKNG,0.6965250000000001,7.98204396299839e-06
DKS,0.510785,5.85349890619882e-06
DLB,8.536022999999998,9.78211993182806e-05
DLR,18.248371,0.00020912285930168318
DLTR,4.913507999999999,5.630786672200465e-05
DMRC,0.9484469999999999,1.0869022146475623e-05
DOC,4.913507999999999,5.630786672200465e-05
DOCN,10.523757,0.00012060025272590653
DOCS,0.27860999999999997,3.1928175851993555e-06
DOCU,21.040284999999997,0.00024111766248737025
DOMO,0.9484469999999999,1.0869022146475623e-05
DOV,8.28205,9.491071706507421e-05
DOW,9.827015999999999,0.0001126157334440093
DOX,0.37148000000000003,4.2570901135991414e-06
DPZ,4.913507999999999,5.630786672200465e-05
DRI,6.644214,7.614142815773933e-05
DT,15.778806999999999,0.00018082212577820857
DTE,24.803494999999998,0.00028424333301175223
DTM,0.41791500000000004,4.789226377799034e-06
DUK,78.516156,0.0008997802074550659
DUOL,0.46435000000000004,5.321362641998927e-06
DV,5.690681999999999,6.521413287885373e-05
DVA,1.452096,1.6640743850535316e-05
DVN,41.93514,0.0004805687248476254
DX,0.12669000000000002,1.451843293022169e-06
DXC,7.587575999999999,8.695217717180498e-05
DXCM,21.92247,0.0002512273347223909
EA,23.108596,0.0002648201129825473
EBAY,9.873451,0.0001131478697082092
EBC,0.5067600000000001,5.807373172088676e-06
ECL,22.106771999999996,0.00025333940057281764
ECPG,0.12669000000000002,1.451843293022169e-06
ED,30.460675999999996,0.00034907355080528326
EEFT,0.76014,8.711059758133012e-06
EFC,0.12669000000000002,1.451843293022169e-06
EFSC,0.38007,4.355529879066506e-06
EFX,11.418417,0.0001308528860871443
EG,12.431246999999999,0.00014245972516261705
EGBN,0.12669000000000002,1.451843293022169e-06
EGHT,0.9484469999999999,1.0869022146475623e-05
EGP,0.32504500000000003,3.724953849399249e-06
EHC,0.37148000000000003,4.2570901135991414e-06
EIG,0.25338000000000005,2.903686586044338e-06
EIX,27.146908999999997,0.00031109841153945176
EL,5.808384,6.656297540214126e-05
ELS,0.46435000000000004,5.321362641998927e-06
ELV,26.137728,0.00029953338930963563
EME,0.8822650000000001,1.0110589019797961e-05
EMN,3.322107,3.807071407886966e-05
EMR,20.329344,0.0002329704139074944
ENB,0.80672,9.244857694741842e-06
ENFN,0.9484469999999999,1.0869022146475623e-05
ENPH,11.765259999999998,0.00013482764086875047
ENTG,13.881912999999999,0.00015908408148525733
ENVA,0.38007,4.355529879066506e-06
EOG,59.159234999999995,0.0006779535760918173
EPAM,18.145331,0.0002079420405084635
EQBK,0.12669000000000002,1.451843293022169e-06
EQH,6.998749,8.020433179568719e-05
EQIX,24.685632,0.0002828926454591003
EQR,8.235615,9.437858080087431e-05
EQT,50.029931,0.0005733334894049402
ERIE,4.551162,5.215545051035882e-05
ES,20.207109,0.0002315696240667606
ESAB,0.27860999999999997,3.1928175851993555e-06
ESGR,0.6334500000000001,7.259216465110844e-06
ESI,0.23217500000000002,2.6606813209994635e-06
ESNT,0.88683,1.0162903051155181e-05
ESS,5.0528129999999996,5.790427551460433e-05
ESTC,12.408959,0.00014220430892364886
ETN,54.099468,0.0006199696090604423
ETR,33.06643699999999,0.0003789350760327577
ETSY,0.23217500000000002,2.6606813209994635e-06
ETWO,0.9484469999999999,1.0869022146475623e-05
EVLV,0.9484469999999999,1.0869022146475623e-05
EVR,5.246817999999999,6.01275358987133e-05
EVRG,14.249903,0.00016330117686294484
EVTC,0.38007,4.355529879066506e-06
EW,11.616768,0.00013312595080428253
EWBC,35.907185999999996,0.000411489519025965
EXAS,0.37148000000000003,4.2570901135991414e-06
EXC,50.674828,0.0005807238863118794
EXE,36.872335,0.00042254994291433074
EXEL,0.37148000000000003,4.2570901135991414e-06
EXP,0.32504500000000003,3.724953849399249e-06
EXPD,4.959942999999999,5.6840002986204536e-05
EXPE,6.644214,7.614142815773933e-05
EXR,9.919885999999998,0.00011368000597240907
EXTR,4.742235,5.434511073237812e-05
EZPW,0.12669000000000002,1.451843293022169e-06
F,11.616768,0.00013312595080428253
FAF,3.1447350000000003,3.603806470978033e-05
FANG,65.266822,0.0007479453609406561
FARO,0.9484469999999999,1.0869022146475623e-05
FAST,26.747204000000004,0.00030651786829659583
FBIN,0.32504500000000003,3.724953849399249e-06
FBK,0.25338000000000005,2.903686586044338e-06
FBMS,0.12669000000000002,1.451843293022169e-06
FBP,0.76014,8.711059758133012e-06
FBRT,0.12669000000000002,1.451843293022169e-06
FCBC,0.12669000000000002,1.451843293022169e-06
FCF,0.25338000000000005,2.903686586044338e-06
FCFS,0.6334500000000001,7.259216465110844e-06
FCN,0.27860999999999997,3.1928175851993555e-06
FCNCA,64.23504,0.0007361213355514305
FCX,15.973056,0.00018304818235588845
FDS,13.427464,0.0001538761824192645
FDX,17.425151999999997,0.00019968892620642373
FE,21.145279000000002,0.00024232087374877664
FERG,1.3930500000000001,1.596408792599678e-05
FFBC,0.38007,4.355529879066506e-06
FFIN,10.418628,0.00011939549439018842
FFIV,127.21760800000001,0.0014578895803072334
FFWM,0.12669000000000002,1.451843293022169e-06
FGXXX,30.568684999999995,0.00035031131339298573
FHB,1.6461839999999999,1.8864955398850783e-05
FHI,0.5067600000000001,5.807373172088676e-06
FHN,28.485967,0.00032644376141921874
FI,63.401838,0.0007265729991757681
FIBK,0.5067600000000001,5.807373172088676e-06
FICO,53.783621999999994,0.0006163500740006279
FIS,20.336633,0.0002330539444605202
FITB,76.175679,0.0008729587863885047
FIVN,13.227374999999999,0.00015158320055283847
FIX,0.6965250000000001,7.98204396299839e-06
FLEX,15.175151999999999,0.00017390435434360996
FLG,0.5067600000000001,5.807373172088676e-06
FLS,0.32504500000000003,3.724953849399249e-06
FLYW,0.38007,4.355529879066506e-06
FMBH,0.12669000000000002,1.451843293022169e-06
FMC,1.684271,1.930142517153478e-05
FMNB,0.12669000000000002,1.451843293022169e-06
FN,9.48447,0.00010869022146475623
FNB,14.473461,0.00016586310900361457
FND,0.41791500000000004,4.789226377799034e-06
FNF,7.711930000000001,8.837725034932871e-05
FNV,0.20168,2.3112144236854605e-06
FORM,6.639129,7.608315502532936e-05
FOUR,1.2921300000000002,1.4807563929376707e-05
FOX,1.452096,1.6640743850535316e-05
FOXA,3.322107,3.807071407886966e-05
FR,0.27860999999999997,3.1928175851993555e-06
FRME,0.38007,4.355529879066506e-06
FROG,5.690681999999999,6.521413287885373e-05
FRPT,0.27860999999999997,3.1928175851993555e-06
FRSH,6.639129,7.608315502532936e-05
FRT,3.2292370000000004,3.7006441550469884e-05
FSLR,20.778049,0.0002381124878264739
FSLY,65.412859,0.0007496189171722693
FSV,0.060503999999999995,6.93364327105638e-07
FTI,0.510785,5.85349890619882e-06
FTNT,237.577044,0.0027225877173212777
FTS,0.20168,2.3112144236854605e-06
FTV,8.328484999999999,9.544285332927409e-05
FULT,0.5067600000000001,5.807373172088676e-06
FWONK,0.6965250000000001,7.98204396299839e-06
FYBR,0.32504500000000003,3.724953849399249e-06
G,0.32504500000000003,3.724953849399249e-06
GABC,0.25338000000000005,2.903686586044338e-06
GBCI,12.67917,0.00014530087556703677
GD,179.47902800000003,0.00205679550903732
GDDY,36.57852199999999,0.0004191829018420067
GDOT,0.12669000000000002,1.451843293022169e-06
GDYN,2.8453409999999995,3.2607066439426865e-05
GE,31.41216,0.00035997737639386886
GEHC,25.607513,0.0002934572263006393
GEN,115.483613,0.001323420230389279
GEV,33.398208,0.0003827371085623122
GFL,0.10084,1.1556072118427302e-06
GFS,7.5028950000000005,8.598174902517614e-05
GGG,0.5572199999999999,6.385635170398711e-06
GIL,0.08067200000000001,9.244857694741842e-07
GILD,67.960008,0.0007788087600326224
GIS,9.966320999999999,0.00011421214223660898
GL,8.387349,9.611742356844418e-05
GLOB,0.32504500000000003,3.724953849399249e-06
GLPI,0.46435000000000004,5.321362641998927e-06
GLRE,0.12669000000000002,1.451843293022169e-06
GLW,40.607651,0.00046535595350647216
GM,15.973056,0.00018304818235588845
GME,0.41791500000000004,4.789226377799034e-06
GMED,0.37148000000000003,4.2570901135991414e-06
GNE,0.16906,1.937395430723244e-06
GNRC,3.275672,3.7538577814669774e-05
GNW,0.5067600000000001,5.807373172088676e-06
GOOG,406.23931799999997,0.004655425283765095
GOOGL,606.619152,0.006951740052490295
GPC,5.006378,5.737213925040444e-05
GPN,12.84289,0.00014717707561387228
GPOR,14.162330000000003,0.000162297606946615
GRMN,14.345900999999998,0.00016440129567613877
GRNT,3.04759,3.492480149484119e-05
GS,2688.115006,0.030805286465651168
GSBC,0.12669000000000002,1.451843293022169e-06
GSHD,0.38007,4.355529879066506e-06
GTLB,18.457772,0.0002115225549161921
GWRE,13.835477999999998,0.00015855194522105742
GWW,20.757939999999998,0.00023788204251287863
HAFC,0.12669000000000002,1.451843293022169e-06
HAL,8.235615,9.437858080087431e-05
HAS,1.452096,1.6640743850535316e-05
HASI,0.5067600000000001,5.807373172088676e-06
HBAN,69.303772,0.0007942080397769166
HBNC,0.12669000000000002,1.451843293022169e-06
HCA,15.973056,0.00018304818235588845
HCI,0.12669000000000002,1.451843293022169e-06
HCKT,1.8968939999999999,2.1738044292951245e-05
HCP,8.536022999999998,9.78211993182806e-05
HD,319.73656,0.003664120137106166
HE,1.09889,1.2593070299701088e-05
HEI,0.41791500000000004,4.789226377799034e-06
HEI-A,0.603655,6.917771434598605e-06
HES,13.195558,0.00015121858378707887
HESM,42.576625,0.0004879200208838108
HFWA,0.12669000000000002,1.451843293022169e-06
HG,0.12669000000000002,1.451843293022169e-06
HIG,30.313767999999996,0.0003473900130794067
HII,3.2292370000000004,3.7006441550469884e-05
HIPO,0.12669000000000002,1.451843293022169e-06
HLI,4.930224000000001,5.64994289012308e-05
HLIT,2.8453409999999995,3.2607066439426865e-05
HLNE,0.88683,1.0162903051155181e-05
HLT,25.845851999999997,0.0002961885458887331
HMN,0.25338000000000005,2.903686586044338e-06
HOLX,4.959942999999999,5.6840002986204536e-05
HOMB,12.005322,0.0001375787057089864
HON,197.483611,0.002263124604247762
HONE,0.12669000000000002,1.451843293022169e-06
HOOD,14.865714999999998,0.0001703582652042706
HOPE,0.25338000000000005,2.903686586044338e-06
HPE,41.189147999999996,0.0004720197984773657
HPQ,32.682613999999994,0.000374536537487824
HRL,3.2292370000000004,3.7006441550469884e-05
HSIC,3.275672,3.7538577814669774e-05
HST,3.368542,3.860285034306956e-05
HSY,6.644214,7.614142815773933e-05
HTBI,0.12669000000000002,1.451843293022169e-06
HTBK,0.12669000000000002,1.451843293022169e-06
HTH,0.25338000000000005,2.903686586044338e-06
HTLF,0.38007,4.355529879066506e-06
HUBB,8.18918,9.384644453667443e-05
